Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Known_Size,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDS37,7.655,0.05346916,114.1492,OUT010,False,1.5560143909745543,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO25,6.299999999999999,0.126831854,209.02700000000002,OUT027,True,0.9251308182450579,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS57,15.5,0.103603094,143.547,OUT049,True,0.915428538406218,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI52,18.7,0.10484088400000001,122.1072,OUT049,True,1.000623033862169,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRK12,9.5,0.042056944000000006,31.89,OUT018,True,1.0031395289408447,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDG40,13.65,0.040049609,34.4558,OUT017,False,0.8796766121693596,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU49,19.5,0.03075661,86.25399999999999,OUT045,False,1.0010958871047866,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR49,8.71,0.151098958125,46.5376,OUT013,True,1.0,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF40,20.25,0.03941584,247.8092,OUT019,True,1.6148106078990192,28,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRE03,19.6,0.024363938999999998,46.3718,OUT017,False,0.9348909712587584,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR55,12.150000000000002,0.131443921,189.1872,OUT027,True,0.9942317078208928,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU05,11.8,0.05872513099999999,82.3618,OUT035,True,0.9294568129859826,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDR36,6.715,0.122274118,40.3454,OUT017,False,0.9348909849610719,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCM30,19.1,0.067239404,39.6796,OUT013,True,0.9215224054810816,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDH24,20.7,0.021464453999999997,156.6288,OUT049,True,0.923723845807138,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRO47,10.195,0.112681821,113.986,OUT018,True,0.9252808325747341,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDQ49,20.2,0.039469737000000005,155.16299999999998,OUT017,False,0.8677691526176416,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ37,10.8,0.061101382999999995,151.9024,OUT046,True,0.9990697518095276,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCJ42,19.75,0.014359584,100.8332,OUT018,True,0.9173009292716061,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDD05,19.35,0.016637301,120.9098,OUT049,True,0.8760887438408512,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC39,7.405,0.159843921,206.6296,OUT018,True,1.0040337834926496,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCY06,15.25,0.061308889000000005,128.8968,OUT045,False,0.9315179310879081,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCS06,7.935,0.055566935,263.591,OUT019,True,1.556074117888642,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDE16,8.895,0.026397141000000002,207.8954,OUT045,False,0.8765027794306866,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCQ50,18.75,0.034307348,215.2218,OUT046,True,0.9989100403052695,16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX50,20.1,0.07462720099999999,110.3228,OUT046,True,0.8747287906452076,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCL41,12.35,0.041973712,35.7216,OUT017,False,0.9275067659370508,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDM58,16.85,0.080015028,111.8544,OUT018,True,0.9015245928702167,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH35,18.25,0.10084386,166.3526,OUT010,False,1.5428075591020292,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS50,17.0,0.055519560999999995,219.8114,OUT049,True,1.0006230355963261,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT09,15.150000000000002,0.012203915,133.2284,OUT027,True,0.8584743350410059,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR60,14.3,0.130946374,76.7328,OUT018,True,1.003139536404056,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDG22,17.6,0.041381156,35.019,OUT046,True,0.9222899234136657,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL52,6.635,0.04586701,37.9506,OUT027,True,0.8584743165986781,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRJ39,20.25,0.036474041,218.3482,OUT018,True,0.9334195399380196,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDW45,18.0,0.039231652,145.1418,OUT017,False,0.934890988309978,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCQ38,16.35,0.013393536999999999,106.02799999999999,OUT045,False,0.9241603348258493,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB26,14.0,0.031444357,53.763999999999996,OUT017,False,1.0047208868161972,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRG48,5.78,0.014555066,145.2102,OUT046,True,0.8747288127609367,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH10,21.0,0.082526478,191.8478,OUT010,False,1.464116670606479,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP28,13.65,0.080765853,262.8936,OUT049,True,0.9310779409648317,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ44,12.3,0.17797002,173.1396,OUT010,False,1.556014393105775,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDI07,12.35,0.03382933,196.9426,OUT045,False,0.9151826767718937,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRJ24,11.8,0.11397026,185.1924,OUT017,False,0.8796766157754313,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRL47,19.7,0.038729457,127.3362,OUT035,True,0.9134066315483464,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDP38,10.1,0.032075379,50.9008,OUT013,True,0.8740008574998347,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK02,12.5,0.196490902,120.544,OUT019,True,1.510512340685929,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO23,17.85,0.146305498,94.1436,OUT013,True,0.9128684576597539,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCE54,20.7,0.026877471,74.6354,OUT013,True,0.9130817704420691,26,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDS52,8.89,0.005474515,99.7016,OUT046,True,0.874728766119244,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW01,14.5,0.064048405,153.4682,OUT035,True,0.862488637837556,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCF07,9.0,0.032203667000000005,100.8016,OUT017,False,1.0047208899974192,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRE15,13.35,0.017857847,77.5012,OUT018,True,0.8521322037800627,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDR58,6.675,0.041921462,92.3462,OUT046,True,0.9219595369710983,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL24,10.3,0.024875871,173.0422,OUT013,True,0.9982383615940686,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ25,8.63,0.028139761,173.7422,OUT027,True,0.9251308235079996,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX56,17.1,0.073997843,207.0638,OUT013,True,0.9128191162551187,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD20,14.15,0.020798905,123.6046,OUT018,True,0.9060170014328889,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRF60,10.8,0.052363244,236.5564,OUT017,False,1.0051717175409032,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDW13,8.5,0.098283459,51.3324,OUT018,True,0.8782920659419814,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF09,6.215,0.012138795,39.2848,OUT013,True,0.9288589780853395,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY45,17.5,0.028690093,253.0356,OUT035,True,1.0,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR26,20.7,0.042923652,178.3028,OUT045,False,0.9315179226855557,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ01,8.975,0.009058845,103.399,OUT046,True,0.8628491234059187,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH53,20.5,0.032136417,83.9592,OUT010,False,1.5264337877019203,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG52,13.65,0.065898197,46.1402,OUT018,True,1.003139543530934,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW50,13.1,0.075731322,167.5158,OUT045,False,0.9241603414893527,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX49,4.615,0.101812521,232.23,OUT035,True,0.9993290427492542,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ44,12.3,0.106327251,172.8396,OUT046,True,0.9296326029258771,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI31,20.0,0.080933328,37.519,OUT027,True,0.8585428053370323,28,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDZ52,19.2,0.100055601,112.4886,OUT035,True,0.9294568172912528,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE17,20.1,0.054540159000000005,152.1366,OUT049,True,0.9237238314295297,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG34,11.5,0.037723476,109.5254,OUT018,True,0.9252808445824011,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE26,9.3,0.14897741,143.0786,OUT010,False,1.4641166662484786,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD56,15.2,0.104201019,176.5054,OUT018,True,0.8782920645993917,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR52,12.65,0.076198809,191.3846,OUT045,False,0.8765027631761644,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ13,11.1,0.010639596000000001,84.1908,OUT035,True,0.9221155539981802,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCJ42,19.75,0.025039776,102.7332,OUT019,True,1.5995595550367516,28,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDH10,21.0,0.08632670699999999,192.6478,OUT019,True,1.5315371975193346,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCG42,19.2,0.041220035,131.231,OUT035,True,0.921567962157438,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDT31,19.75,0.01247354,187.5872,OUT045,False,0.8765027686113473,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRD25,6.135,0.07913221200000001,112.686,OUT045,False,0.8644701848735623,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDR35,12.5,0.020693809,199.1742,OUT035,True,0.998880840323624,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL33,7.235,0.10016525,193.9452,OUT045,False,0.9233756886797201,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT45,15.85,0.057302606,53.3956,OUT035,True,0.9212643656193392,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT16,9.895,0.048761045999999995,260.5278,OUT045,False,0.9233756925370337,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRE49,20.75,0.023333338571428573,153.0024,OUT035,True,1.0,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRF60,10.8,0.052149675,239.9564,OUT049,True,1.0010720189327824,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCB54,8.76,0.05013052900000001,128.3336,OUT049,True,0.9237238281496749,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH20,16.1,0.024987903,97.34100000000001,OUT049,True,0.9235614262417324,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA31,7.1,0.109990885,172.908,OUT035,True,0.9294568219674386,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE33,19.35,0.049736267,76.8644,OUT045,False,0.8765027661112861,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM12,16.7,0.117026714,189.2214,OUT010,False,1.4641166687259501,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW44,9.5,0.035121963,168.6448,OUT013,True,0.9288589796506065,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRE48,8.43,0.017311312,197.8768,OUT013,True,0.9213603679770667,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCX18,14.15,0.008811818,196.511,OUT045,False,0.8500263474300999,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA38,5.44,0.025583714,239.1538,OUT018,True,0.8782920752300454,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ19,7.35,0.014353174,242.6512,OUT013,True,0.9288590076465834,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY47,8.6,0.054220618,129.131,OUT027,True,0.8586707793052355,28,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE17,20.1,0.054410179,151.3366,OUT013,True,0.9215224146054752,26,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY25,12.0,0.033974436000000004,181.8976,OUT046,True,0.9991586845485003,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT03,21.25,0.009996872,185.5608,OUT035,True,0.874563389611396,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB49,8.3,0.030212499,98.0384,OUT045,False,0.8499595418189726,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL43,10.1,0.027217467999999998,76.067,OUT017,False,0.9275067525956018,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE47,14.15,0.038123176,123.5046,OUT017,False,0.9348909791394691,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS49,9.0,0.079506434,78.3644,OUT045,False,0.915249880374218,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU23,12.15,0.021811987,163.6184,OUT018,True,0.9252808441881935,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU38,10.8,0.082150145,192.9504,OUT027,True,0.8704928816515972,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV09,12.099999999999998,0.036012919,148.0734,OUT019,True,1.531537211051835,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR20,20.0,0.028167478,45.5744,OUT049,True,1.0006230430824863,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY11,6.71,0.029560451,65.8142,OUT046,True,0.9990697445617298,16,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG40,13.650000000000002,0.039631495,31.9558,OUT027,True,0.8704928743950263,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX20,7.365,0.04280099,228.372,OUT017,False,0.9275067544562484,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ27,7.935,0.017141985,50.035,OUT013,True,0.9982383555444159,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH09,12.6,0.056394770999999996,51.3982,OUT017,False,1.0047208867428725,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG29,17.6,0.056379439,42.7454,OUT049,True,1.0006230395738505,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCA30,19.0,0.129534812,190.1872,OUT049,True,0.9229596521040208,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCL53,7.5,0.036439877999999995,175.3028,OUT017,False,0.9262227965862094,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRE15,13.35,0.0209566625,77.6012,OUT046,True,1.0,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCS38,8.6,0.090191431,112.9176,OUT046,True,0.9106379680562594,16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY21,15.099999999999998,0.30374337,196.011,OUT019,True,1.599123668472295,28,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB58,10.5,0.022590317999999998,140.6154,OUT010,False,1.464116696507697,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH41,9.0,0.08201152099999999,213.3534,OUT046,True,0.8628491617385136,16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRF23,4.61,0.122843005,172.4396,OUT049,True,0.922959651603276,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDE05,10.895,0.05432142,146.2102,OUT010,False,1.5428075624308262,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDY10,17.6,0.049144165,112.7176,OUT049,True,0.9237238378744549,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS43,11.65,0.040577878,188.22400000000002,OUT049,True,1.0010720164907028,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCM30,19.1,0.067400032,41.9796,OUT049,True,0.9237238274471004,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY49,17.2,0.012036432,165.7184,OUT045,False,0.9241603515757765,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN02,16.5,0.073977473,206.8638,OUT045,False,0.931517926691442,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP37,15.6,0.143396175,128.0994,OUT045,False,0.8765027677113848,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCF07,9.0,0.03201648,99.6016,OUT035,True,0.9988808504380748,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDJ09,15.0,0.058346234000000004,44.0744,OUT013,True,0.997897495795177,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDO23,17.85,0.14571827,94.3436,OUT027,True,0.9092044674066014,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH09,12.599999999999998,0.05580601599999999,52.4982,OUT027,True,0.9942317148713472,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX34,6.195,0.07209744900000001,119.3098,OUT049,True,1.000623041731111,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV60,20.2,0.11754371300000001,197.31099999999998,OUT049,True,0.8639929436777789,14,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE32,20.7,0.048718334,38.7506,OUT013,True,0.9982383497527207,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCI30,20.25,0.059175599999999995,245.046,OUT018,True,0.8782920631577718,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDS37,7.655,0.031918284,117.7492,OUT013,True,0.9288589766364921,26,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC57,20.1,0.09558797599999999,193.982,OUT019,True,1.5315372025521616,28,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRC01,5.92,0.019308607,49.0692,OUT017,False,0.9348910031260074,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRD27,18.75,0.023974769,99.0042,OUT017,False,0.9075979876456459,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDI12,9.395,0.100602552,88.3856,OUT045,False,1.0010958898323017,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ33,13.35,0.091189915,149.3708,OUT035,True,0.9208390119531584,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ27,5.1899999999999995,0.077480627,101.399,OUT019,True,1.59839185092049,28,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCB07,19.2,0.12973174699999998,196.21099999999998,OUT010,False,1.5560143924722056,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
